ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,points,REGION,PROVINCE,ÇITY,BRGY,PSGC
193,138 Mall,Formerly known as Plaza Fair,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Dampas,PH071242006
194,AH Shoppers' Mart,AH Shoppers' Mart Inc.,9.65376,123.86701,NT_k7H3n16UeihwGC.31hC9AB,Here WeGo,Here WeGo,2020-02-17,POINT (123.86701 9.65376),REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Dampas,PH071242006
195,Alturas Mall,Alturas Supermarket Corp.,9.65376,123.86701,NT_k7H3n16UeihwGC.31hC9AB,Here WeGo,Here WeGo,2020-02-17,POINT (123.86701 9.65376),REGION VII (CENTRAL VISAYAS),BOHOL,TALIBON,Poblacion,PH071243021
196,Alturas Mall Talibon,Alturas Supermarket Corp.,10.15088,124.32671,NT_poQp4d8L1v0Jp0pbfVuqiA,Here WeGo,Here WeGo,2020-02-17,POINT (124.32671 10.15088),REGION VII (CENTRAL VISAYAS),BOHOL,TUBIGON,Pooc Occidental (Pob.),PH071245026
197,Alturas Tubigon,Alturas Supermarket Corp.,9.95185,123.96176,NT_2lsGHeQMT4c3wRGr1.ar-D,Here WeGo,Here WeGo,2020-02-17,POINT (123.96176 9.95185),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
198,APM Shopping Mall,,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
199,Ayala Center Cebu,Ayala Land,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Labangon,PH072217040
200,Ayala Malls Central Bloc,Ayala Land,10.29969,123.88344,NT_rgE8z3Vkn8RjanjfTCt7TD,Here WeGo,Here WeGo,2020-02-17,POINT (123.88344 10.29969),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Banilad,PH072217007
201,Banilad Town Centre,,10.34513,123.90756,NT_Oowpi-c2ozMdyHdF0xzd0B,Here WeGo,Here WeGo,2020-02-17,POINT (123.90756 10.34513),REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Dampas,PH071242006
202,Bohol Quality Mall,Bohol Quality Corp.,9.65376,123.86701,NT_k7H3n16UeihwGC.31hC9AB,Here WeGo,Here WeGo,2020-02-17,POINT (123.86701 9.65376),REGION VII (CENTRAL VISAYAS),BOHOL,JAGNA,Poblacion (Pondol),PH071225030
203,Bohol Quality Superstore Jagna,Bohol Quality Corp.,9.65197,124.3702,NT_zidx8Vix1VJm7rQexjZWYA,Here WeGo,Here WeGo,2020-02-17,POINT (124.3702 9.65197),REGION VII (CENTRAL VISAYAS),BOHOL,TUBIGON,Pooc Occidental (Pob.),PH071245026
204,Bohol Quality Superstore Tubigon,Bohol Quality Corp.,9.95185,123.96176,NT_2lsGHeQMT4c3wRGr1.ar-D,Here WeGo,Here WeGo,2020-02-17,POINT (123.96176 9.95185),REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Cabancalan,PH072230005
205,Cebu Boardwalk Mall,KMC MAG Group,10.34507,123.92635,NT_O9tZJ6kENpETqEmsxlKiyB,Here WeGo,Here WeGo,2020-02-17,POINT (123.92635 10.34507),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Sambag I (Pob.),PH072217064
206,CityMall Bacalso,DoubleDragon Properties,10.29768,123.89085,NT_BPfuZbVqNceEWlFRR5a4yA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89085 10.29768),REGION VII (CENTRAL VISAYAS),CEBU,CONSOLACION,Poblacion Oriental,PH072219014
207,CityMall Consolacion,DoubleDragon Properties,10.37556,123.95648,NT_jwQpVzQfVlo2yLARAfLBnB,Here WeGo,Here WeGo,2020-02-17,POINT (123.95648 10.37556),NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,DUMAGUETE CITY (Capital),Poblacion No. 6 (Barangay 6),PH184610024
208,CityMall Dumaguete,DoubleDragon Properties,9.30834,123.30556,NT_TFbAtWT70iHDXJXKx4xK3B,Here WeGo,Here WeGo,2020-02-17,POINT (123.30556 9.308339999999999),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
209,Colonnade Mall,Colon Heritage Realty Corp.,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Cabancalan,PH072230005
210,Colonnade Mall,Colon Heritage Realty Corp.,10.34507,123.92635,NT_O9tZJ6kENpETqEmsxlKiyB,Here WeGo,Here WeGo,2020-02-17,POINT (123.92635 10.34507),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
211,Crossroads Mall,,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Camputhaw (Pob.),PH072217036
212,Elizabeth Mall,,10.31383,123.89637,NT_wzLnK.iXes0PhIPmF2w02A,Here WeGo,Here WeGo,2020-02-17,POINT (123.89637 10.31383),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
213,Gaisano Capital South Mall Cebu,Gaisano,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),CEBU,CITY OF TALISAY,Lawaan II,PH072250021
214,Gaisano Capital SRP,Gaisano,10.25453,123.83002,NT_BXGc-XNbtYiFI33fVLHMyC,Here WeGo,Here WeGo,2020-02-17,POINT (123.83002 10.25453),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Guadalupe,PH072217029
215,Gaisano Capital Tisa,Gaisano,10.31599,123.87161,NT_2ySW7e69crHpfTUfrSmWPC,Here WeGo,Here WeGo,2020-02-17,POINT (123.87161 10.31599),REGION VII (CENTRAL VISAYAS),CEBU,CITY OF BOGO,Cogon (Pob.),PH072211001
216,Gaisano Center Bogo,Gaisano,11.03881,124.00255,NT_mKK0Ua5Bq.hXX20ChKlx1B,Here WeGo,Here WeGo,2020-02-17,POINT (124.00255 11.03881),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Lahug (Pob.),PH072217041
217,Gaisano Country Mall,Gaisano,10.32859,123.89686,NT_Wd1H7lZ94nQYd6NdwgxFoC,Here WeGo,Here WeGo,2020-02-17,POINT (123.89686 10.32859),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF TALISAY,Concepcion,PH184528007
218,Gaisano Fiesta Mall,Gaisano,10.71336,123.03632,NT_4fe0Ie-cDjJVtT.kztiCXC,Here WeGo,Here WeGo,2020-02-17,POINT (123.03632 10.71336),REGION VII (CENTRAL VISAYAS),CEBU,CITY OF CARCAR,Poblacion II,PH072214013
219,Gaisano Grand Mall Carcar,Gaisano,10.09805,123.63739,NT_3cwQbsHga58kYvPCjAOTNB,Here WeGo,Here WeGo,2020-02-17,POINT (123.63739 10.09805),REGION VII (CENTRAL VISAYAS),CEBU,CORDOVA,Poblacion,PH072220012
220,Gaisano Grand Mall Cordova,Gaisano,10.2519,123.9494,NT_NPaeweO9RxQ..le.GiGyoC,Here WeGo,Here WeGo,2020-02-17,POINT (123.9494 10.2519),REGION VII (CENTRAL VISAYAS),CEBU,DUMANJUG,Tapon,PH072224035
221,Gaisano Grand Mall Dumanjug,Gaisano,10.06239,123.44388,NT_EN.kErcp-lSK-pGmrRYwOB,Here WeGo,Here WeGo,2020-02-17,POINT (123.44388 10.06239),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
222,Gaisano Grand Mall Jai-alai,Gaisano,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,LILOAN,Malangsa,PH086406014
223,Gaisano Grand Mall Liloan,Gaisano,10.10925,125.21651,NT_oziPjtAxIKqYV46uH5zYrA,Here WeGo,Here WeGo,2020-02-17,POINT (125.21651 10.10925),REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Mactan,PH072226015
224,Gaisano Grand Mall Mactan,Gaisano,10.30661,124.00268,NT_-Y5KeulEt0yE.CZC8O30LC,Here WeGo,Here WeGo,2020-02-17,POINT (124.00268 10.30661),REGION VII (CENTRAL VISAYAS),CEBU,MINGLANILLA,Poblacion Ward IV,PH072232013
225,Gaisano Grand Mall Minglanilla,Gaisano,10.24537,123.79587,NT_n9wPWLyoOCEThN1Ny43p3C,Here WeGo,Here WeGo,2020-02-17,POINT (123.79587 10.24537),REGION VII (CENTRAL VISAYAS),CEBU,MOALBOAL,Poblacion East,PH072233010
226,Gaisano Grand Mall Moalboal,Gaisano,9.93798,123.39304,NT_5lxhT-Cv6Xvm6ESq86vpBC,Here WeGo,Here WeGo,2020-02-17,POINT (123.39304 9.93798),REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Cabancalan,PH072230005
227,Gaisano Grand Mandaue Centro,Gaisano,10.34507,123.92635,NT_O9tZJ6kENpETqEmsxlKiyB,Here WeGo,Here WeGo,2020-02-17,POINT (123.92635 10.34507),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Talamban,PH072217081
228,Gaisano Grand Talamban,Gaisano,10.36945,123.91737,NT_sahClmcp2hXQ1CftI0ASLC,Here WeGo,Here WeGo,2020-02-17,POINT (123.91737 10.36945),REGION VII (CENTRAL VISAYAS),CEBU,TOLEDO CITY,Poblacion,PH072251028
229,Gaisano Grand Mall Toledo,Gaisano,10.37578,123.63516,NT_RJC5ZvHeOf3LSW60FH0FbA,Here WeGo,Here WeGo,2020-02-17,POINT (123.63516 10.37578),REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Mactan,PH072226015
230,Gaisano Mactan Island Mall,Gaisano,10.30661,124.00268,NT_-Y5KeulEt0yE.CZC8O30LC,Here WeGo,Here WeGo,2020-02-17,POINT (124.00268 10.30661),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Lahug (Pob.),PH072217041
231,Gaisano Main Cebu,Gaisano,10.32859,123.89686,NT_Wd1H7lZ94nQYd6NdwgxFoC,Here WeGo,Here WeGo,2020-02-17,POINT (123.89686 10.32859),REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Pajo,PH072226019
232,Gaisano Saver's Mart,Gaisano,10.3172,123.96473,NT_QtkCUm9GQnXjKMb4HJgBPB,Here WeGo,Here WeGo,2020-02-17,POINT (123.96473 10.3172),REGION VII (CENTRAL VISAYAS),CEBU,BALAMBAN,Baliwagan (Pob.),PH072208027
233,Gaisano Town Center,Gaisano,10.50916,123.71488,NT_-C-tsl27wAwa.7YNq0ic8C,Here WeGo,Here WeGo,2020-02-17,POINT (123.71488 10.50916),REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Dampas,PH071242006
234,Galleria Luisa,Bohol Quality Corp.,9.65376,123.86701,NT_k7H3n16UeihwGC.31hC9AB,Here WeGo,Here WeGo,2020-02-17,POINT (123.86701 9.65376),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
235,Il Corso Festival Mall,Filinvest,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Cabancalan,PH072230005
236,Insular Square Mall,A. Lim Corp.,10.34507,123.92635,NT_O9tZJ6kENpETqEmsxlKiyB,Here WeGo,Here WeGo,2020-02-17,POINT (123.92635 10.34507),REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Dampas,PH071242006
237,Island CityMall,Alturas Supermarket Corp.,9.65376,123.86701,NT_k7H3n16UeihwGC.31hC9AB,Here WeGo,Here WeGo,2020-02-17,POINT (123.86701 9.65376),REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Cabancalan,PH072230005
238,JCentre Mall,,10.34507,123.92635,NT_O9tZJ6kENpETqEmsxlKiyB,Here WeGo,Here WeGo,2020-02-17,POINT (123.92635 10.34507),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
239,JY Square Discovery Mall,Jovima Management and Development Corp.,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION XI (DAVAO REGION),COMPOSTELA VALLEY,MACO,Lapu-lapu,PH118204014
240,Marina Mall,,7.44955,125.86413,NT_UBynlGarTeAKBqYIlSmI9D,Here WeGo,Here WeGo,2020-02-17,POINT (125.86413 7.44955),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Kasambagan,PH072217037
241,Pacific Mall,,10.33708,123.91564,NT_iNziQK2qdsiVDf41S7qjDA,Here WeGo,Here WeGo,2020-02-17,POINT (123.91564 10.33708),REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Tipolo,PH072230026
242,Parkmall,,10.32454,123.93355,NT_xzhXzcaUThm59r2p-S7fSA,Here WeGo,Here WeGo,2020-02-17,POINT (123.93355 10.32454),REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Basak,PH072226005
243,Plaza Magellan,Megaworld Corporation,10.28774,123.97607,NT_5aNnPIiJYNU5TEfSKSsMqC,Here WeGo,Here WeGo,2020-02-17,POINT (123.97607 10.28774),REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Dampas,PH071242006
244,Plaza Marcela,Alturas Supermarket Corp.,9.65376,123.86701,NT_k7H3n16UeihwGC.31hC9AB,Here WeGo,Here WeGo,2020-02-17,POINT (123.86701 9.65376),REGION VII (CENTRAL VISAYAS),BOHOL,GUINDULMAN,Tabajan (Pob.),PH071223019
245,Raj Shopping Center,,9.76242,124.48931,NT_9PBjMvY-SUsP9I3dvPlyAD,Here WeGo,Here WeGo,2020-02-17,POINT (124.48931 9.762420000000001),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
246,Robinsons Cybergate Cebu,Robinsons Land,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
247,Robinsons Galleria Cebu,Robinsons Land,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION VII (CENTRAL VISAYAS),CEBU,CATMON,Catmondaan,PH072216011
248,Robinsons Fuente,Robinsons Land,10.66907,124.02074,NT_MBROTEvUYJ9FeCs09yP7JA,Here WeGo,Here WeGo,2020-02-17,POINT (124.02074 10.66907),NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,DUMAGUETE CITY (Capital),Poblacion No. 7 (Barangay 7),PH184610025
249,Robinsons Place Dumaguete,Robinsons Land,9.31007,123.30505,NT_gm-J65wU78rdb33VQEyxyB,Here WeGo,Here WeGo,2020-02-17,POINT (123.30505 9.31007),REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Tabok,PH072230023
250,S&R Cebu,S&R Membership Shopping,10.34645,123.94807,NT_VcR8MXlqCX9KbYbXTLj3bC,Here WeGo,Here WeGo,2020-02-17,POINT (123.94807 10.34645),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
251,Shopwise,,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF TALISAY,Concepcion,PH184528007
252,South Town Centre,,10.71336,123.03632,NT_4fe0Ie-cDjJVtT.kztiCXC,Here WeGo,Here WeGo,2020-02-17,POINT (123.03632 10.71336),REGION VII (CENTRAL VISAYAS),CEBU,CITY OF TALISAY,Maghaway,PH072250009
253,Starmall Azienda,Vista Land & Lifescapes,10.26705,123.82089,NT_Z0I5ngQ3ee5oNag8Rvtq8C,Here WeGo,Here WeGo,2020-02-17,POINT (123.82089 10.26705),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
254,SM City Cebu,SM Prime Holdings,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),REGION XIII (Caraga),SURIGAO DEL NORTE,PILAR,Jaboy,PH166716015
255,SM City Consolacion,SM Prime Holdings,9.89214,126.09169,NT_z7PnhQtim3VudX.2XGY6ZC,Here WeGo,Here WeGo,2020-02-17,POINT (126.09169 9.892139999999999),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Basak Pardo,PH072217005
256,SM Seaside City Cebu,SM Prime Holdings,10.28152,123.87964,NT_kY5iuo3PW7.DrZrAMO93QC,Here WeGo,Here WeGo,2020-02-17,POINT (123.87964 10.28152),REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Poblacion I,PH071242010
257,Tagbilaran City Square,,9.63681,123.85392,NT_eBVO4kHq.PhXaUjEpNRcKB,Here WeGo,Here WeGo,2020-02-17,POINT (123.85392 9.636810000000001),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
258,Vibo Place Mall,,10.31122,123.89234,NT_wUNFQiJccwrKojhIylJDAA,Here WeGo,Here WeGo,2020-02-17,POINT (123.89234 10.31122),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Abanao-Zandueta-Kayong-Chugum-Otek (AZKCO),PH141102129
259,Abanao Square,Pacific Land and Building Corp.,16.41379,120.59421,NT_xa-V.-b7j9j7hTwjvzumHC,Here WeGo,Here WeGo,2020-02-17,POINT (120.59421 16.41379),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Rizal Monument Area,PH141102155
260,Baguio Ayala Technohub,Ayala Land,16.41303,120.59076,NT_Riw1ikOpgU6aczc8z43VtD,Here WeGo,Here WeGo,2020-02-17,POINT (120.59076 16.41303),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Country Club Village,PH141102025
261,Baguio Centermall,,16.40784,120.61614,NT_ibKU2xP9BT0aIH.gJgtbcD,Here WeGo,Here WeGo,2020-02-17,POINT (120.61614 16.40784),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Rizal Monument Area,PH141102155
262,Cedar Peak Mall,,16.41303,120.59076,NT_Riw1ikOpgU6aczc8z43VtD,Here WeGo,Here WeGo,2020-02-17,POINT (120.59076 16.41303),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Rizal Monument Area,PH141102155
263,Cooyeesan Plaza Mall,,16.41303,120.59076,NT_Riw1ikOpgU6aczc8z43VtD,Here WeGo,Here WeGo,2020-02-17,POINT (120.59076 16.41303),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Rizal Monument Area,PH141102155
264,Centerpoint Plaza,,16.41303,120.59076,NT_Riw1ikOpgU6aczc8z43VtD,Here WeGo,Here WeGo,2020-02-17,POINT (120.59076 16.41303),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Cabinet Hill-Teacher's Camp,PH141102013
265,Leonard Wood Terraces,,16.40969,120.60323,NT_l5YJv-nv5Af53Dws6XpvBB,Here WeGo,Here WeGo,2020-02-17,POINT (120.60323 16.40969),REGION XIII (Caraga),SURIGAO DEL SUR,CITY OF BISLIG,Maharlika,PH166803024
266,Maharlika Complex,,8.24905,126.275,NT_pboBxttmbcjc1DwU.gWQeD,Here WeGo,Here WeGo,2020-02-17,POINT (126.275 8.24905),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Rizal Monument Area,PH141102155
267,Porta Vaga Mall,"Found near the Baguio Cathedral. Also divided into segments, like main mall, Session Road shops and Antipolo Building.",16.41303,120.59076,NT_Riw1ikOpgU6aczc8z43VtD,Here WeGo,Here WeGo,2020-02-17,POINT (120.59076 16.41303),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,LA TRINIDAD (Capital),Betag,PH141110008
268,Puregold La Trinidad,,16.45299,120.58977,NT_mcHz1WST2o.9oE4ugTWSAA,Here WeGo,Here WeGo,2020-02-17,POINT (120.58977 16.45299),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,LA TRINIDAD (Capital),Betag,PH141110008
269,Savemore La Trinidad,,16.45299,120.58977,NT_mcHz1WST2o.9oE4ugTWSAA,Here WeGo,Here WeGo,2020-02-17,POINT (120.58977 16.45299),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Country Club Village,PH141102025
270,SM City Baguio,SM Prime Holdings,16.40784,120.61614,NT_ibKU2xP9BT0aIH.gJgtbcD,Here WeGo,Here WeGo,2020-02-17,POINT (120.61614 16.40784),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 35-D (Pob.),PH112402168
271,168 Mall,Filipino-Chinese Traders Association (Davao City),7.06574,125.61081,NT_NxJprE090Uv0LMgf215pnD,Here WeGo,Here WeGo,2020-02-17,POINT (125.61081 7.06574),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 35-D (Pob.),PH112402168
272,Abreeza,Ayala Land,7.06574,125.61081,NT_NxJprE090Uv0LMgf215pnD,Here WeGo,Here WeGo,2020-02-17,POINT (125.61081 7.06574),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Gov. Paciano Bangoy,PH112402181
273,Center Point Plaza,New City Commercial Corp.,7.08683,125.62397,NT_BIWtaiYpZxZ0nuFf3IfAdD,Here WeGo,Here WeGo,2020-02-17,POINT (125.62397 7.08683),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 35-D (Pob.),PH112402168
274,Chimes Mall,Felcris Corp.,7.06574,125.61081,NT_NxJprE090Uv0LMgf215pnD,Here WeGo,Here WeGo,2020-02-17,POINT (125.61081 7.06574),REGION VII (CENTRAL VISAYAS),BOHOL,BIEN UNIDO,Mandawa,PH071248007
275,CityMall Tagum,DoubleDragon Properties,10.12497,124.37507,NT_9fD6Lli7r0hC6V3Gt3gy1C,Here WeGo,Here WeGo,2020-02-17,POINT (124.37507 10.12497),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Gov. Paciano Bangoy,PH112402181
276,DCLA Shopping Center,,7.08683,125.62397,NT_BIWtaiYpZxZ0nuFf3IfAdD,Here WeGo,Here WeGo,2020-02-17,POINT (125.62397 7.08683),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 35-D (Pob.),PH112402168
277,Felcris Centrale,Felcris Corp.,7.06574,125.61081,NT_NxJprE090Uv0LMgf215pnD,Here WeGo,Here WeGo,2020-02-17,POINT (125.61081 7.06574),REGION XIII (Caraga),AGUSAN DEL NORTE,CARMEN,Poblacion (Carmen),PH160204009
278,Gaisano Grand Mall Carmen,Gaisano,8.99007,125.29368,NT_CMI1qJAdiJxDyhUE3-fqSC,Here WeGo,Here WeGo,2020-02-17,POINT (125.29368 8.990069999999999),REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (Capital),Zone 2 (Pob.),PH112403029
279,Gaisano Grand Mall Digos,Gaisano,6.7551,125.35575,NT_oDf5p9JN.YlxMQ4B4J2JPD,Here WeGo,Here WeGo,2020-02-17,POINT (125.35575 6.7551),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Alejandra Navarro (Lasang),PH112402056
280,Gaisano Grand Mall Panabo,Gaisano,7.26701,125.6645,NT_jxC6VwoN1P1H28azqqyeVA,Here WeGo,Here WeGo,2020-02-17,POINT (125.6645 7.26701),REGION XI (DAVAO REGION),DAVAO DEL NORTE,CITY OF TAGUM (Capital),Magugpo Poblacion,PH112319016
281,Gaisano Grand Mall Tagum,Gaisano,7.44948,125.8058,NT_CfhrNPpYYKZ473hub1PMLC,Here WeGo,Here WeGo,2020-02-17,POINT (125.8058 7.44948),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Tibungco,PH112402124
282,Gaisano Grand Mall of Tibungco,DSG Sons Group Inc.,7.19088,125.63755,NT_sm4PLoBdqrV2DFpz6K7.HD,Here WeGo,Here WeGo,2020-02-17,POINT (125.63755 7.19088),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Toril (Pob.),PH112402126
283,Gaisano Grand Mall Toril,Gaisano,7.02594,125.50478,NT_O.lBGakbAjtWarTysnoi0B,Here WeGo,Here WeGo,2020-02-17,POINT (125.50478 7.02594),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Toril (Pob.),PH112402126
284,Gaisano Mall of Toril,DSG Sons Group Inc.,7.02594,125.50478,NT_O.lBGakbAjtWarTysnoi0B,Here WeGo,Here WeGo,2020-02-17,POINT (125.50478 7.02594),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Gov. Paciano Bangoy,PH112402181
285,Gaisano Mall of Davao,DSG Sons Group Inc.,7.09308,125.61807,NT_G4gfMIHv.QNnGnIhEIdC5A,Here WeGo,Here WeGo,2020-02-17,POINT (125.61807 7.09308),REGION VII (CENTRAL VISAYAS),BOHOL,BIEN UNIDO,Mandawa,PH071248007
286,Gaisano Mall of Tagum,DSG Sons Group Inc.,10.12497,124.37507,NT_9fD6Lli7r0hC6V3Gt3gy1C,Here WeGo,Here WeGo,2020-02-17,POINT (124.37507 10.12497),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 2-A (Pob.),PH112402135
287,Gaisano Grand Citimall Davao-Ilustre,Shogun Management & Development Corp.,7.0669,125.60281,NT_-U0pd2cUi5YZIbbkK9gwOC,Here WeGo,Here WeGo,2020-02-17,POINT (125.60281 7.0669),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 19-B (Pob.),PH112402152
288,NCCC Mall Buhangin,New City Commercial Corp.,7.09853,125.61486,NT_BbKmiydBnLwi3dssZvb4.B,Here WeGo,Here WeGo,2020-02-17,POINT (125.61486 7.09853),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 35-D (Pob.),PH112402168
