ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,points,REGION,PROVINCE,ÇITY,BRGY,PSGC
382,SM City General Santos,SM Prime Holdings,6.1149,125.1664,NT_TCcUw.Yiz5Br9jrGBkYODD,Here WeGo,Here WeGo,2020-02-17,POINT (125.1664 6.1149),REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013
383,Tacurong Fitmart Supermarket,,6.68826,124.67828,NT_2xm9YsrzifwlZJUA.zpItB,Here WeGo,Here WeGo,2020-02-17,POINT (124.67828 6.68826),REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013
384,Tacurong Kimsan Plaza,,6.68826,124.67828,NT_2xm9YsrzifwlZJUA.zpItB,Here WeGo,Here WeGo,2020-02-17,POINT (124.67828 6.68826),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),City Heights,PH126303034
385,Veranza Mall,Veranza Mall,6.11887,125.17416,NT_AR6xr10ZkY0zdL9rLCvfzD,Here WeGo,Here WeGo,2020-02-17,POINT (125.17416 6.11887),REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,ISULAN (Capital),Kalawag II (Pob.),PH126504012
386,CityMall Isulan,DoubleDragon Properties,6.62603,124.59839,NT_VXQGif2pAFJY-oruMQxWmA,Here WeGo,Here WeGo,2020-02-17,POINT (124.59839 6.62603),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Mandalagan,PH184501050
387,888 China Town Mall,,10.68879,122.97629,NT_ohqxHsEAQODT6wkLMkc88D,Here WeGo,Here WeGo,2020-02-17,POINT (122.97629 10.68879),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 24 (Pob.),PH184501020
388,Ayala Malls Capitol Central,Ayala Land,10.66796,122.9497,NT_PtcEK1EYY-4Vc38ZEuW9fA,Here WeGo,Here WeGo,2020-02-17,POINT (122.9497 10.66796),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 24 (Pob.),PH184501020
389,Capitol Shopping Center,,10.66796,122.9497,NT_PtcEK1EYY-4Vc38ZEuW9fA,Here WeGo,Here WeGo,2020-02-17,POINT (122.9497 10.66796),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 24 (Pob.),PH184501020
390,Centroplex Mall,,10.66796,122.9497,NT_PtcEK1EYY-4Vc38ZEuW9fA,Here WeGo,Here WeGo,2020-02-17,POINT (122.9497 10.66796),REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Poblacion IV (Barangay IV),PH061914011
391,CityMall Arnaldo-Roxas,DoubleDragon Properties,11.58297,122.75244,NT_W8h0ITfjqpED-x4VEWr1dA,Here WeGo,Here WeGo,2020-02-17,POINT (122.75244 11.58297),REGION VI (WESTERN VISAYAS),AKLAN,MALAY,Manoc-Manoc,PH060412010
392,CityMall Boracay,DoubleDragon Properties,11.95067,121.93469,NT_fXFaLXSFN22qDYIvhW8pTB,Here WeGo,Here WeGo,2020-02-17,POINT (121.93469 11.95067),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CADIZ CITY,Daga,PH184504014
393,CityMall Cadiz,DoubleDragon Properties,10.94564,123.28769,NT_yFKwu0zVF1Apba-8DAr5YC,Here WeGo,Here WeGo,2020-02-17,POINT (123.28769 10.94564),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 24 (Pob.),PH184501020
394,CityMall Goldenfields,DoubleDragon Properties,10.66796,122.9497,NT_PtcEK1EYY-4Vc38ZEuW9fA,Here WeGo,Here WeGo,2020-02-17,POINT (122.9497 10.66796),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF KABANKALAN,Barangay 1 (Pob.),PH184515021
395,CityMall Kabankalan,DoubleDragon Properties,9.99411,122.81747,NT_52DZ0Ehagzz2Q7TzzZu88B,Here WeGo,Here WeGo,2020-02-17,POINT (122.81747 9.994109999999999),REGION VI (WESTERN VISAYAS),AKLAN,KALIBO (Capital),Poblacion,PH060407013
396,CityMall Kalibo,DoubleDragon Properties,11.71247,122.36379,NT_PMK5ugDOrJXsZioYMGKVGA,Here WeGo,Here WeGo,2020-02-17,POINT (122.36379 11.71247),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
397,CityMall Parola,DoubleDragon Properties,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Purok II (Pob.),PH063036006
398,CityMall Pavia,DoubleDragon Properties,10.7749,122.5408,NT_88UZUeJOzLiBSP2jraieYC,Here WeGo,Here WeGo,2020-02-17,POINT (122.5408 10.7749),REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Poblacion IX (Barangay IX),PH061914016
399,CityMall Roxas Avenue,DoubleDragon Properties,11.57988,122.75299,NT_k9F5QeuhtWF8aDAaDbkBIB,Here WeGo,Here WeGo,2020-02-17,POINT (122.75299 11.57988),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,SAN CARLOS CITY,Barangay VI (Pob.),PH184524015
400,"CityMall San Carlos, Negros",DoubleDragon Properties,10.47673,123.42271,NT_OfG4pLv1H1JKiaIUWtjq9A,Here WeGo,Here WeGo,2020-02-17,POINT (123.42271 10.47673),REGION VI (WESTERN VISAYAS),ILOILO,OTON,Pakiad,PH063034019
401,CityMall Tagbak- Jaro,DoubleDragon Properties,10.71333,122.52358,NT_3LwMy6W1jc0oiJT4Segf0D,Here WeGo,Here WeGo,2020-02-17,POINT (122.52358 10.71333),REGION VI (WESTERN VISAYAS),AKLAN,MALAY,Manoc-Manoc,PH060412010
402,d'Mall de Boracay,,11.95067,121.93469,NT_fXFaLXSFN22qDYIvhW8pTB,Here WeGo,Here WeGo,2020-02-17,POINT (121.93469 11.95067),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
403,Festive Walk Mall,Megaworld Corporation,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,BALASAN,Poblacion Sur,PH063005018
404,Gaisano Capital Balasan,Gaisano,11.47217,123.08901,NT_3lbv98rQxmFYbaNkHpYL5B,Here WeGo,Here WeGo,2020-02-17,POINT (123.08901 11.47217),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
405,Gaisano Capital Iloilo,Gaisano,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),AKLAN,KALIBO (Capital),Estancia,PH060407008
406,Gaisano Capital Kalibo,Gaisano,11.69677,122.36704,NT_jRIvz6jLkAoWoqIak4DVkD,Here WeGo,Here WeGo,2020-02-17,POINT (122.36704 11.69677),REGION VI (WESTERN VISAYAS),ILOILO,OTON,Poblacion West,PH063034023
407,Gaisano Capital Oton,Gaisano,10.69477,122.47587,NT_lrFAaA6T.iXTqJN.YtNcYA,Here WeGo,Here WeGo,2020-02-17,POINT (122.47587 10.69477),REGION I (ILOCOS REGION),PANGASINAN,SAN CARLOS CITY,Palaris (Pob.),PH015532061
408,Gaisano Capital San Carlos,,15.92574,120.34804,NT_NDiz-32TtjSKzPNSScwc4C,Here WeGo,Here WeGo,2020-02-17,POINT (120.34804 15.92574),REGION X (NORTHERN MINDANAO),LANAO DEL NORTE,BACOLOD,Poblacion Bacolod,PH103501018
409,Gaisano City Bacolod,Gaisano City Supermall,8.19047,124.02283,NT_.Aih1CI-Yu7hNV8SsN5FkD,Here WeGo,Here WeGo,2020-02-17,POINT (124.02283 8.190469999999999),REGION II (CAGAYAN VALLEY),ISABELA,ROXAS,Bantug (Pob.),PH023126013
410,Gaisano Grand Arcade Roxas,Gaisano,17.1142,121.61526,NT_faF50r3ahIfMOc395bziGB,Here WeGo,Here WeGo,2020-02-17,POINT (121.61526 17.1142),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF KABANKALAN,Barangay 3 (Pob.),PH184515024
411,Gaisano Capital Kabankalan,,9.9935,122.81788,NT_FGBCe8xzfmVS9ieW-Q3.BA,Here WeGo,Here WeGo,2020-02-17,POINT (122.81788 9.993499999999999),REGION VI (WESTERN VISAYAS),ANTIQUE,BELISON,Buenavista,PH060603002
412,Gaisano Grand Mall of Antique,Gaisano,10.85483,121.98532,NT_YIE3xrATReFFAyIpCnx21B,Here WeGo,Here WeGo,2020-02-17,POINT (121.98532 10.85483),REGION IV-B (MIMAROPA),PALAWAN,ROXAS,Barangay IV (Pob.),PH175318031
413,Gaisano Grand Market Place Roxas,Gaisano,10.31742,119.34048,NT_cDEnFfj5tdSbHdjSM4K6qB,Here WeGo,Here WeGo,2020-02-17,POINT (119.34048 10.31742),REGION IV-B (MIMAROPA),PALAWAN,ROXAS,Barangay IV (Pob.),PH175318031
414,Gaisano Grand Roxas,Gaisano,10.31742,119.34048,NT_cDEnFfj5tdSbHdjSM4K6qB,Here WeGo,Here WeGo,2020-02-17,POINT (119.34048 10.31742),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,SILAY CITY,Barangay III (Pob.),PH184526004
415,Gaisano Grand Silay,,10.79818,122.97535,NT_juz2yu4oBPss6N4lOWkgqB,Here WeGo,Here WeGo,2020-02-17,POINT (122.97535 10.79818),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Maria Clara,PH063022107
416,Gaisano Guanco,Gaisano,10.69343,122.57061,NT_cYdbXUXNl4lKXts1pGSwaD,Here WeGo,Here WeGo,2020-02-17,POINT (122.57061 10.69343),REGION XIII (Caraga),SURIGAO DEL SUR,CAGWAIT,Bacolod,PH166804002
417,Gaisano Main Bacolod,,8.93156,126.29113,NT_c4LJcChXfJPhjqPgeIf3aC,Here WeGo,Here WeGo,2020-02-17,POINT (126.29113 8.931559999999999),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
418,GT Plaza Mall,,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Purok II (Pob.),PH063036006
419,GT Town Center,,10.7749,122.5408,NT_88UZUeJOzLiBSP2jraieYC,Here WeGo,Here WeGo,2020-02-17,POINT (122.5408 10.7749),REGION VI (WESTERN VISAYAS),AKLAN,KALIBO (Capital),Estancia,PH060407008
420,KH Shopping Center,Kim Huat Group,11.69677,122.36704,NT_jRIvz6jLkAoWoqIak4DVkD,Here WeGo,Here WeGo,2020-02-17,POINT (122.36704 11.69677),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 24 (Pob.),PH184501020
421,Limman's Center,,10.66796,122.9497,NT_PtcEK1EYY-4Vc38ZEuW9fA,Here WeGo,Here WeGo,2020-02-17,POINT (122.9497 10.66796),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 39 (Pob.),PH184501036
422,Lopue's Araneta,,10.66116,122.94222,NT_9vwVFjw3.oGU.Oef.ZCqGC,Here WeGo,Here WeGo,2020-02-17,POINT (122.94222 10.66116),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Estefania,PH184501047
423,Lopue's East Centre,,10.65846,122.98462,NT_tyQMWjATGNwKW5HSa5SGwA,Here WeGo,Here WeGo,2020-02-17,POINT (122.98462 10.65846),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Bata,PH184501045
424,Lopue's Mandalagan,,10.70414,122.96568,NT_-u51TF.JdNDGdDFtCY1W0A,Here WeGo,Here WeGo,2020-02-17,POINT (122.96568 10.70414),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Estefania,PH184501047
425,Lopue's Panaad,,10.65846,122.98462,NT_tyQMWjATGNwKW5HSa5SGwA,Here WeGo,Here WeGo,2020-02-17,POINT (122.98462 10.65846),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 37 (Pob.),PH184501034
426,Lopue's San Sebastian,,10.66471,122.94761,NT_JSlCsoSeqEcENQr81OAIRC,Here WeGo,Here WeGo,2020-02-17,POINT (122.94761 10.66471),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Estefania,PH184501047
427,Lopue's South Centre,,10.65846,122.98462,NT_tyQMWjATGNwKW5HSa5SGwA,Here WeGo,Here WeGo,2020-02-17,POINT (122.98462 10.65846),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
428,Marymart Center,,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
429,Plazuela de Iloilo,The Florete Land Inc.,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Purok II (Pob.),PH063036006
430,Plazuela Tres Pavia,The Florete Land Inc.,10.7749,122.5408,NT_88UZUeJOzLiBSP2jraieYC,Here WeGo,Here WeGo,2020-02-17,POINT (122.5408 10.7749),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,PONTEVEDRA,Barangay II (Pob.),PH184521003
431,Primark Town Center - Pontevedra,,10.37243,122.86815,NT_c-O74CiepH5PpJO3WdY5-B,Here WeGo,Here WeGo,2020-02-17,POINT (122.86815 10.37243),REGION XIII (Caraga),SURIGAO DEL SUR,CAGWAIT,Bacolod,PH166804002
432,Robinsons Cybergate Bacolod,Robinsons Land,8.93156,126.29113,NT_c4LJcChXfJPhjqPgeIf3aC,Here WeGo,Here WeGo,2020-02-17,POINT (126.29113 8.931559999999999),REGION VI (WESTERN VISAYAS),ANTIQUE,BELISON,Buenavista,PH060603002
433,Robinsons Place Antique,Robinsons Land,10.85483,121.98532,NT_YIE3xrATReFFAyIpCnx21B,Here WeGo,Here WeGo,2020-02-17,POINT (121.98532 10.85483),REGION XIII (Caraga),SURIGAO DEL SUR,CAGWAIT,Bacolod,PH166804002
434,Robinsons Place Bacolod,Robinsons Land,8.93156,126.29113,NT_c4LJcChXfJPhjqPgeIf3aC,Here WeGo,Here WeGo,2020-02-17,POINT (126.29113 8.931559999999999),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
435,Robinsons Place Iloilo,Robinsons Land,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Arguelles,PH063022006
436,Robinsons Place Jaro,Robinsons Land,10.72757,122.55549,NT_ZY0OCu3XN6QXt93Aw.cNTD,Here WeGo,Here WeGo,2020-02-17,POINT (122.55549 10.72757),REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Purok II (Pob.),PH063036006
437,Robinsons Place Pavia,Robinsons Land,10.7749,122.5408,NT_88UZUeJOzLiBSP2jraieYC,Here WeGo,Here WeGo,2020-02-17,POINT (122.5408 10.7749),REGION XI (DAVAO REGION),DAVAO DEL SUR,SULOP,Tanwalang,PH112414025
438,Robinsons Place Roxas,Robinsons Land,6.62511,125.27174,NT_zT8r6rH7lUK3OJu-pZA2cC,Here WeGo,Here WeGo,2020-02-17,POINT (125.27174 6.62511),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
439,S&R Iloilo,S&R Membership Shopping,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 25 (Pob.),PH184501021
440,SM City Bacolod,SM Prime Holdings,10.6663,122.94903,NT_TGnWrtgO14BHQZUZJIKudB,Here WeGo,Here WeGo,2020-02-17,POINT (122.94903 10.6663),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
441,SM City Iloilo,SM Prime Holdings,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Danao,PH063022042
442,SM Delgado,SM Prime Holdings,10.69786,122.56667,NT_pRDXcd6sEmcAEjc878jAoC,Here WeGo,Here WeGo,2020-02-17,POINT (122.56667 10.69786),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
443,Street of Festive Walk,Megaworld Corporation,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
444,The Atrium,,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF TALISAY,Concepcion,PH184528007
445,The District North Point,Ayala Land,10.71336,123.03632,NT_4fe0Ie-cDjJVtT.kztiCXC,Here WeGo,Here WeGo,2020-02-17,POINT (123.03632 10.71336),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
446,The Shops at Amigo,,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),President Roxas,PH063022131
447,The Shops at Atria,Ayala Land,10.70507,122.56786,NT_Ir7XeQ5jv9nNopBBEbB2vB,Here WeGo,Here WeGo,2020-02-17,POINT (122.56786 10.70507),REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTA MARGARITA,Roxas,PH086016031
448,Unitop Shopping Mall Roxas,Unitop Group of Companies,12.05981,124.70863,NT_EISDXAC74WTlNDBdzk8ZOA,Here WeGo,Here WeGo,2020-02-17,POINT (124.70863 12.05981),REGION VI (WESTERN VISAYAS),ILOILO,OTON,Poblacion West,PH063034023
449,Vista Mall Iloilo,Vista Land,10.69477,122.47587,NT_lrFAaA6T.iXTqJN.YtNcYA,Here WeGo,Here WeGo,2020-02-17,POINT (122.47587 10.69477),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 24 (Pob.),PH184501020
450,VSB Mall,,10.66796,122.9497,NT_PtcEK1EYY-4Vc38ZEuW9fA,Here WeGo,Here WeGo,2020-02-17,POINT (122.9497 10.66796),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001
451,Alabang Town Center,Ayala Land,14.41863,121.04198,NT_lbM55BjAr-Q5pPb51FqqID,Here WeGo,Here WeGo,2020-02-17,POINT (121.04198 14.41863),NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 659,PH133908001
452,Ayala Malls Manila Bay,Ayala Land,14.58865,120.98454,NT_poIN3yuoxA-fs-GzkARNrA,Here WeGo,Here WeGo,2020-02-17,POINT (120.98454 14.58865),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
453,Evia Lifestyle Center,Vista Land[6],10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Fairview,PH137404041
454,Fairview Terraces,Ayala Land,14.70423,121.06928,NT_fbTWVxpKyKBQM0ogjC6JYC,Here WeGo,Here WeGo,2020-02-17,POINT (121.06928 14.70423),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001
455,Festival Alabang,Filinvest Land,14.41863,121.04198,NT_lbM55BjAr-Q5pPb51FqqID,Here WeGo,Here WeGo,2020-02-17,POINT (121.04198 14.41863),AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),LANAO DEL SUR,MARANTAO,Palao,PH153616102
456,Greenbelt,Ayala Land,7.98275,124.23131,NT_IPX5ktaMWAV7spXc0MJs9D,Here WeGo,Here WeGo,2020-02-17,POINT (124.23131 7.98275),NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 659,PH133908001
457,Robinsons Place Manila,Robinsons Land,14.58865,120.98454,NT_poIN3yuoxA-fs-GzkARNrA,Here WeGo,Here WeGo,2020-02-17,POINT (120.98454 14.58865),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
458,Shangri-La Plaza,Shang Properties,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Fairview,PH137404041
459,SM City Fairview,SM Prime Holdings,14.70423,121.06928,NT_fbTWVxpKyKBQM0ogjC6JYC,Here WeGo,Here WeGo,2020-02-17,POINT (121.06928 14.70423),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,HINOBA-AN (ASIA),Barangay II (Pob.),PH184512005
460,SM Mall of Asia,SM Prime Holdings,9.60188,122.46813,NT_-AFhvSZ9E1NS-xyRUkICFD,Here WeGo,Here WeGo,2020-02-17,POINT (122.46813 9.60188),AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),LANAO DEL SUR,MALABANG,Cabasaran (South),PH153615028
461,SM Southmall,SM Prime Holdings,7.60075,124.07532,NT_zdCCLDh1ZtrrFi3SAyxdxC,Here WeGo,Here WeGo,2020-02-17,POINT (124.07532 7.60075),REGION V (BICOL REGION),MASBATE,USON,Madao,PH054121016
462,U.P. Town Center,Ayala Land,12.20973,123.70892,NT_-kxc04bk9ACYU2YYEEkiEB,Here WeGo,Here WeGo,2020-02-17,POINT (123.70892 12.20973),REGION I (ILOCOS REGION),ILOCOS SUR,SANTA,Manueva,PH012922015
463,Centris Station,Eton Properties,17.51923,120.44402,NT_T9ZCa-l.GqvYHXQUGH1xAD,Here WeGo,Here WeGo,2020-02-17,POINT (120.44402 17.51923),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
464,Circle C Center,,10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Commonwealth,PH137404022
465,Ever Gotesco Commonwealth Center,Ever Gotesco Malls,14.69997,121.08342,NT_eXI0O74kh7bfjg5ExE6VFD,Here WeGo,Here WeGo,2020-02-17,POINT (121.08342 14.69997),NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 659,PH133908001
466,Ever Gotesco Manila Plaza,Ever Gotesco Malls,14.58865,120.98454,NT_poIN3yuoxA-fs-GzkARNrA,Here WeGo,Here WeGo,2020-02-17,POINT (120.98454 14.58865),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Fairview,PH137404041
467,Fairview Center Mall,,14.6955,121.06546,NT_sOjGP3e3vbLK03LD1.KEQC,Here WeGo,Here WeGo,2020-02-17,POINT (121.06546 14.6955),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
468,Farmers Plaza,Araneta Group,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Tañong (Pob.),PH137502018
469,Fisher Mall Malabon,,14.65738,120.95106,NT_gvR73BrJspvVSvActBSlJA,Here WeGo,Here WeGo,2020-02-17,POINT (120.95106 14.65738),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
470,Graceland Plaza,RMR Group of Companies,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION VII (CENTRAL VISAYAS),CEBU,SAN FERNANDO,Greenhills,PH072241009
471,Greenhills Shopping Center,,10.13716,123.67962,NT_fYCqfj9SgRPWYapW9qCydA,Here WeGo,Here WeGo,2020-02-17,POINT (123.67962 10.13716),REGION VII (CENTRAL VISAYAS),CEBU,ALEGRIA,Guadalupe,PH072203002
472,Guadalupe Commercial Center,,9.73847,123.37881,NT_iD9Vsr0qOzrhIZ4f2GWyMB,Here WeGo,Here WeGo,2020-02-17,POINT (123.37881 9.73847),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
473,HK Sun Plaza,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION I (ILOCOS REGION),PANGASINAN,TAYUG,Carriedo,PH015543004
474,Isetann Carriedo,Joymart Consolidated,16.03417,120.76402,NT_20Ddlsrre2jMfzQ7Id60UC,Here WeGo,Here WeGo,2020-02-17,POINT (120.76402 16.03417),REGION V (BICOL REGION),SORSOGON,BULAN,Recto,PH056203048
475,Isetann Cinerama Recto,Joymart Consolidated,12.7329,123.88481,NT_YfsMO3xlepomSCSdv1svFD,Here WeGo,Here WeGo,2020-02-17,POINT (123.88481 12.7329),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
476,Jackman Plaza,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION IV-A (CALABARZON),BATANGAS,LEMERY,District III (Pob.),PH041012034
477,Lucky Gold Plaza / LG Plaza,,13.88382,120.91357,NT_FebDOO0nibridGIsMkmN0B,Here WeGo,Here WeGo,2020-02-17,POINT (120.91357 13.88382),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Poblacion,PH137602020
478,Makati Square,,14.56873,121.0282,NT_DhREPQLcp55BUvO2JzzwhB,Here WeGo,Here WeGo,2020-02-17,POINT (121.0282 14.56873),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Tañong (Pob.),PH137502018
