,ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC,loc
657,726,Two Parkade,,14.551624300000002,121.0502619,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,U.P. Campus,PH137404124,14.551624300000002121.0502619
658,784,Two Shopping Center,,14.536240099999999,120.99963580000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,San Lorenzo,PH137602025,14.536240099999999120.99963580000001
659,760,TwoE-com Plaza,,14.539463399999999,120.98140670000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027,14.539463399999999120.98140670000001
660,579,U.P. Town Center,Ayala Land,14.6507422,121.0752145,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Pleasant Hills,PH137401023,14.6507422121.0752145
661,727,U.P.-Ayala Land Technohub,,14.657775099999999,121.05610159999998,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001,14.657775099999999121.05610159999998
662,144,Unitop Mall Tuguegarao,RI-RANCE Realty Corp.,17.6194326,121.72956540000001,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Centro 11 (Pob.),PH021529014,17.6194326121.72956540000001
663,556,Unitop Shopping Mall Roxas,Unitop Group of Companies,11.580474,122.75341200000001,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,OTON,Polo Maestra Bita,PH063034024,11.580474122.75341200000001
664,645,UNITOP Sta. Mesa,RI-RANCE Realty Corporation,14.601092800000002,121.00101979999998,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 719,PH133910034,14.601092800000002121.00101979999998
666,646,University Mall,,14.5631874,120.9944328,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006,14.5631874120.9944328
667,647,Uniwide Coastal Mall,"Uniwide Sales, Inc.",14.5156959,120.99124170000002,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Pamplona Tres,PH137601014,14.5156959120.99124170000002
668,648,Uniwide Metromall,"Uniwide Sales, Inc.",14.44697,120.98941,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 72,PH137501072,14.44697120.98941
669,38,Uniwide Sales Coastal Mall,,14.515804699999999,120.99122690000002,11317,OpenStreetMap,OpenStreetMap,02/05/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006,14.515804699999999120.99122690000002
670,686,Uptown Mall,Megaworld Corporation[33],14.5564921,121.0542118,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Pinagsama,PH137607025,14.5564921121.0542118
671,53,V-Mall,,14.6023728,121.04977859999998,ChIJ0-evxNi3lzMRyiNTbqAeLgw,Google Maps,Google Maps,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021,14.6023728121.04977859999998
672,143,Valley Hotel Tower Mall,,17.622150899999998,121.7302483,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Centro 11 (Pob.),PH021529014,17.622150899999998121.7302483
673,687,Venice Grand Canal,Megaworld Corporation[34],14.5335413,121.0511231,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Poblacion,PH137602020,14.5335413121.0511231
674,491,Veranza Mall,Veranza Mall,6.1175315999999995,125.1860815,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,CITY OF KORONADAL (Capital),Zone IV (Pob.),PH126306019,6.1175315999999995125.1860815
675,362,Vibo Place Mall,,10.318144,123.896111,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Abanao-Zandueta-Kayong-Chugum-Otek (AZKCO),PH141102129,10.318144123.896111
676,403,Victoria Plaza Mall,Davao Sunrise Investment & Development Corp.,7.087169,125.6120094,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,Alegria,PH083738001,7.087169125.6120094
677,649,Victory Central Mall,,14.655750199999998,120.98283470000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 92,PH137605092,14.655750199999998120.98283470000001
678,198,Victory Central Mall Sta. Rosa,,14.292038699999999,121.1026688,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Balibago,PH043428002,14.292038699999999121.1026688
679,650,Victory Pasay Mall,,14.546921300000001,120.99832849999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Manuyo Uno,PH137601005,14.546921300000001120.99832849999999
680,471,Village Center CDO,Vista Land & Lifescapes,8.4830051,124.65132949999999,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 39 (Pob.),PH104305030,8.4830051124.65132949999999
681,136,Virac Town Center,VTC Development Corp.,13.5796448,124.2285463,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CATANDUANES,VIRAC (Capital),Gogon Sirangan,PH052011016,13.5796448124.2285463
682,35,Virra Mall,,14.48329,120.99537,608wdw43-59d716694c4246ec904b0c946ffd1e21,Here WeGo,Here WeGo,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Dionisio,PH137604004,14.48329120.99537
683,199,Vista Mall Antipolo,Vista Land & Lifescapes,14.570115,121.1787857,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),PH045802009,14.570115121.1787857
684,201,Vista Mall Dasmariñas,Vista Land & Lifescapes,14.3851965,120.9788965,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino IV,PH042103047,14.3851965120.9788965
685,202,Vista Mall General Trias,Vista Land & Lifescapes,14.322649400000001,120.9124347,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF GENERAL TRIAS,San Francisco,PH042108023,14.322649400000001120.9124347
686,651,Vista Mall Global South,Vista Land,14.477148199999998,120.9860389,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Sucat,PH137603007,14.477148199999998120.9860389
687,557,Vista Mall Iloilo,Vista Land,10.7362891,122.51325619999999,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 7 (Pob.),PH184501042,10.7362891122.51325619999999
688,652,Vista Mall Lakefront,Vista Land,14.4568445,121.04577320000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Pamplona Dos,PH137601013,14.4568445121.04577320000001
689,653,Vista Mall Las Piñas (formerly Starmall Las Piñas),Vista Land,14.450764300000001,120.9785653,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Santa Ana,PH137607012,14.450764300000001120.9785653
690,287,Vista Mall Malolos,Vista Land & Lifescapes,14.8753209,120.7970287,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Longos,PH031410025,14.8753209120.7970287
691,134,Vista Mall Naga,Vista Land & Lifescapes,13.618512099999998,123.2347419,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NAGA CITY,Del Rosario,PH051724012,13.618512099999998123.2347419
692,156,Vista Mall Santiago,Vista Land & Lifescapes,16.6966921,121.5735567,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,Batal,PH023135006,16.6966921121.5735567
693,203,Vista Mall Sta. Rosa,Vista Land & Lifescapes,14.243294800000001,121.0580063,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Don Jose,PH043428006,14.243294800000001121.0580063
694,654,Vista Mall Taguig,Vista Land,14.5294066,121.07413999999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.5294066121.07413999999999
695,204,Vista Mall Tanza,Vista Land & Lifescapes,14.3424582,120.85939009999998,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,TANZA,Punta II,PH042120044,14.3424582120.85939009999998
696,72,VM Center Mall,,14.867957999999998,120.465061,ChIJ0WeMVjlmljMRLfr1z2XAzkI,Google Maps,Google Maps,05/02/2020,REGION III (CENTRAL LUZON),BATAAN,DINALUPIHAN,Mabini Ext. (Pob.),PH030804018,14.867957999999998120.465061
697,558,VSB Mall,,10.6756286,122.95334620000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,New Alabang Village,PH137603009,10.6756286122.95334620000001
698,764,W Global Center,,14.551380300000002,121.0517836,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,South Triangle,PH137404116,14.551380300000002121.0517836
699,655,W Mall,WM Property Management Inc. and SM Investment Corp.,14.5321188,120.9891483,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Martin De Porres,PH137604014,14.5321188120.9891483
700,42,W.Mall,,14.546783,120.98698200000001,608wdw4c-ee263b54b0814af694acc72f56e7fb7c,Here WeGo,Here WeGo,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.546783120.98698200000001
701,205,Walter Mart Balayan,WM Property Management Inc. and SM Investment Corp.,13.949365400000001,120.72891200000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,BALAYAN,Calzada,PH041003018,13.949365400000001120.72891200000001
702,656,Walter Mart Bicutan,WM Property Management Inc. and SM Investment Corp.,14.481295300000001,121.0457365,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Kristong Hari,PH137404024,14.481295300000001121.0457365
703,206,Walter Mart Cabuyao,WM Property Management Inc. and SM Investment Corp.,14.2326668,121.13445459999998,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CABUYAO CITY,Banlic,PH043404003,14.2326668121.13445459999998
704,208,Walter Mart Calamba,WM Property Management Inc. and SM Investment Corp.,14.202779999999999,121.153275,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Real,PH043405049,14.202779999999999121.153275
705,296,Walter Mart Capas (Soon),Walter Mart Inc.,15.3404823,120.59369609999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CAPAS,Santo Domingo 1st,PH036904019,15.3404823120.59369609999999
706,207,Walter Mart Carmona,WM Property Management Inc. and SM Investment Corp.,14.3133158,121.05022179999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CARMONA,Mabuhay,PH042104009,14.3133158121.05022179999999
707,288,Walter Mart Concepcion,Walter Mart Inc.,15.327529199999999,120.64507649999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CONCEPCION,Alfonso,PH036905001,15.327529199999999120.64507649999999
708,209,Walter Mart Dasmariñas,WM Property Management Inc. and SM Investment Corp.,14.324693599999998,120.9413555,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF DASMARIÑAS,Zone IV (Pob.),PH042106019,14.324693599999998120.9413555
709,657,Walter Mart E. Rodriguez,WM Property Management Inc. and SM Investment Corp.,14.624240300000002,121.0350919,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Pio Del Pilar,PH137602018,14.624240300000002121.0350919
710,289,Walter Mart Gapan,Walter Mart Inc.,15.3033476,120.9456385,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CITY OF GAPAN,Bayanihan,PH034908001,15.3033476120.9456385
711,210,Walter Mart General Trias,WM Property Management Inc. and SM Investment Corp.,14.291019699999998,120.90831419999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF GENERAL TRIAS,Manggahan,PH042108015,14.291019699999998120.90831419999999
712,290,Walter Mart Guiguinto,Walter Mart Inc.,14.827863199999998,120.8732038,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,GUIGUINTO,Ilang-Ilang,PH031408003,14.827863199999998120.8732038
713,658,Walter Mart Makati,WM Property Management Inc. and SM Investment Corp.,14.551081400000001,121.0133733,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Veterans Village,PH137404130,14.551081400000001121.0133733
714,211,Walter Mart Makiling,WM Property Management Inc. and SM Investment Corp.,14.160368900000002,121.13836440000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Makiling,PH043405026,14.160368900000002121.13836440000001
715,212,Walter Mart Nasugbu,WM Property Management Inc. and SM Investment Corp.,14.0562685,120.6395588,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,NASUGBU,Barangay 11 (Pob.),PH041019005,14.0562685120.6395588
716,659,Walter Mart North EDSA,WM Property Management Inc. and SM Investment Corp.,14.657118400000002,121.02100549999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Isidro,PH137604013,14.657118400000002121.02100549999999
717,291,Walter Mart Paniqui,Walter Mart Inc.,15.668430599999999,120.58634599999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,PANIQUI,Estacion,PH036910016,15.668430599999999120.58634599999999
718,292,Walter Mart Plaridel,Walter Mart Inc.,14.8807554,120.866749,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,PLARIDEL,Banga I,PH031417003,14.8807554120.866749
719,293,Walter Mart San Jose,Walter Mart Inc.,15.797495800000002,120.9938857,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN JOSE CITY,Malasin,PH034926012,15.797495800000002120.9938857
720,294,Walter Mart Sta. Maria,Walter Mart Inc.,14.822775699999998,120.9541605,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,SANTA MARIA,Santa Clara,PH031423021,14.822775699999998120.9541605
721,213,Walter Mart Sta. Rosa (Balibago),WM Property Management Inc. and SM Investment Corp.,14.288184099999999,121.09445190000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Balibago,PH043428002,14.288184099999999121.09445190000001
722,214,Walter Mart Sta. Rosa Bel-Air,WM Property Management Inc. and SM Investment Corp.,14.267412900000002,121.07801370000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Pulong Santa Cruz,PH043428018,14.267412900000002121.07801370000001
723,660,Walter Mart Sucat,WM Property Management Inc. and SM Investment Corp.,14.471748000000002,121.00731499999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Manresa,PH137404058,14.471748000000002121.00731499999999
724,295,Walter Mart Talavera,Walter Mart Inc.,15.5733152,120.92016890000001,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,TALAVERA,La Torre,PH034930032,15.5733152120.92016890000001
725,215,Walter Mart Tanauan,WM Property Management Inc. and SM Investment Corp.,14.074240300000001,121.15121629999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,CITY OF TANAUAN,Darasa,PH041031016,14.074240300000001121.15121629999999
726,216,Walter Mart Taytay,WM Property Management Inc. and SM Investment Corp.,14.579565300000002,121.13844080000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,TAYTAY,San Isidro,PH045813003,14.579565300000002121.13844080000001
727,217,Walter Mart Trece Martires,WM Property Management Inc. and SM Investment Corp.,14.2804274,120.8705923,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),San Agustin (Pob.),PH042122006,14.2804274120.8705923
728,728,Westgate Center,,14.422183800000003,121.0339432,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002,14.422183800000003121.0339432
729,765,Wil Tower Mall,,14.638389300000002,121.0375531,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027,14.638389300000002121.0375531
730,415,Wilsam Uptown Mall Borongan,Wilsam Inc.,11.613339300000002,125.4341,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (Capital),Songco,PH082604055,11.613339300000002125.4341
731,218,Xentro Mall Antipolo,,14.6168548,121.13570849999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Mambugan,PH045802010,14.6168548121.13570849999999
732,162,Xentro Mall Cabagan,AMRC Holdings Co. Inc.,17.4269396,121.77421609999999,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CABAGAN,Ugad,PH023106023,17.4269396121.77421609999999
733,447,Xentro Mall Calapan/Neo Calapan Mall,AMRC Holdings Co. Inc.,13.402931900000002,121.18411840000002,,Wikipedia,Google Maps,16/02/2020,REGION IV-B (MIMAROPA),PALAWAN,PUERTO PRINCESA CITY (Capital),San Manuel,PH175316066,13.402931900000002121.18411840000002
734,163,Xentro Mall Ilagan,AMRC Holdings Co. Inc.,17.1457627,121.8893811,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,ILAGAN CITY (Capital),San Vicente (Pob.),PH023114087,17.1457627121.8893811
735,219,Xentro Mall Lemery,,13.896635199999999,120.90469159999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,LEMERY,Malinis,PH041012021,13.896635199999999120.90469159999999
736,137,Xentro Mall Polangui,,13.288863000000001,123.4888469,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,POLANGUI,Ubaliw,PH050514046,13.288863000000001123.4888469
737,164,Xentro Mall Roxas,AMRC Holdings Co. Inc.,17.1217663,121.62155449999999,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,ROXAS,Rizal (Pob.),PH023126011,17.1217663121.62155449999999
738,165,Xentro Mall Santiago,AMRC Holdings Co. Inc.,16.6918151,121.55477320000001,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,Villasis,PH023135037,16.6918151121.55477320000001
739,138,Xentro Mall Sorsogon,,12.9693591,124.0053706,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (Capital),Polvorista (Pob.),PH056216026,12.9693591124.0053706
740,166,Xentro Mall Tumauini,AMRC Holdings Co. Inc.,17.2816844,121.8077233,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,TUMAUINI,San Pedro,PH023137042,17.2816844121.8077233
741,442,Xentro Mall Vigan,AMRC Holdings Co. Inc.,17.5723742,120.3857795,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",BINONDO,Barangay 293,PH133902007,17.5723742120.3857795
742,139,Yashano Mall,,13.146101999999999,123.74613500000001,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Bgy. 37 - Bitano (Pob.),PH050506035,13.146101999999999123.74613500000001
743,140,Youth Center Mall,,14.579097899999999,120.98959920000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 676,PH133911010,14.579097899999999120.98959920000001
744,661,Z Square Mall,,14.6386529,121.00038400000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 175,PH137501175,14.6386529121.00038400000001
746,662,Zabarte Town Center,,14.756490900000001,121.04299979999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029,14.756490900000001121.04299979999999
747,244,ZCC Mall,,8.9478086,125.5401934,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL NORTE,BUTUAN CITY (Capital),Tandang Sora Pob. (Bgy. 12),PH160202085,8.9478086125.5401934
