,ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC,loc
215,381,Gaisano Grand Mall Carmen,Gaisano,10.591968300000001,124.0179031,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (Capital),Zone 1 (Pob.),PH112403028,10.591968300000001124.0179031
216,324,Gaisano Grand Mall Cordova,Gaisano,10.257726,123.9484865,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,DUMANJUG,Poblacion Central,PH072224039,10.257726123.9484865
217,382,Gaisano Grand Mall Digos,Gaisano,6.757952599999999,125.35319469999999,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL NORTE,CITY OF PANABO,Santo Niño (Pob.),PH112315034,6.757952599999999125.35319469999999
218,325,Gaisano Grand Mall Dumanjug,Gaisano,10.057732099999999,123.43590800000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Mambaling,PH072217049,10.057732099999999123.43590800000001
219,326,Gaisano Grand Mall Jai-alai,Gaisano,10.2919127,123.8799136,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,LILOAN,Poblacion,PH072227008,10.2919127123.8799136
220,478,Gaisano Grand Mall Kidapawan,Gaisano,7.024178,125.08189920000001,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,CITY OF KORONADAL (Capital),Santo Niño (Bo. 2),PH126306025,7.024178125.08189920000001
221,479,Gaisano Grand Mall Koronadal,Gaisano,6.4889699,124.8593895,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,POLOMOLOK,Magsaysay,PH126312016,6.4889699124.8593895
222,327,Gaisano Grand Mall Liloan,Gaisano,10.4006963,123.99966609999998,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Basak,PH072226005,10.4006963123.99966609999998
223,328,Gaisano Grand Mall Mactan,Gaisano,10.285991699999999,123.96929170000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MINGLANILLA,Poblacion Ward II,PH072232011,10.285991699999999123.96929170000001
224,329,Gaisano Grand Mall Minglanilla,Gaisano,10.2441045,123.79283020000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MOALBOAL,Poblacion East,PH072233010,10.2441045123.79283020000001
225,330,Gaisano Grand Mall Moalboal,Gaisano,9.9435169,123.3964456,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Mantuyong,PH072230018,9.9435169123.3964456
226,521,Gaisano Grand Mall of Antique,Gaisano,10.7430984,121.948075,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Poblacion VIII (Barangay VIII),PH061914015,10.7430984121.948075
227,385,Gaisano Grand Mall of Tibungco,DSG Sons Group Inc.,7.1962463,125.6467941,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Lizada,PH112402057,7.1962463125.6467941
228,383,Gaisano Grand Mall Panabo,Gaisano,7.306110400000001,125.68614740000001,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL NORTE,CITY OF TAGUM (Capital),Visayan Village,PH112319022,7.306110400000001125.68614740000001
229,480,Gaisano Grand Mall Polomolok,Gaisano,6.2198627,125.0579148,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Lagao (1st & 3rd),PH126303011,6.2198627125.0579148
230,239,Gaisano Grand Mall San Francisco,Gaisano,8.5005225,125.9797733,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL SUR,SAN FRANCISCO,Barangay 5 (Pob.),PH160308019,8.5005225125.9797733
231,384,Gaisano Grand Mall Tagum,Gaisano,7.445411,125.81068799999998,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Tibungco,PH112402124,7.445411125.81068799999998
232,333,Gaisano Grand Mall Toledo,Gaisano,10.3900451,123.6507255,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Pajo,PH072226019,10.3900451123.6507255
233,386,Gaisano Grand Mall Toril,Gaisano,7.012847,125.4907034,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Toril (Pob.),PH112402126,7.012847125.4907034
234,331,Gaisano Grand Mandaue Centro,Gaisano,10.330262300000001,123.93946070000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Talamban,PH072217081,10.330262300000001123.93946070000001
235,522,Gaisano Grand Market Place Roxas,Gaisano,11.5789778,122.75690039999999,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Tanque,PH061914047,11.5789778122.75690039999999
236,237,Gaisano Grand Marketplace Bayugan,Gaisano,8.715510499999999,125.7428197,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL SUR,CITY OF BAYUGAN,Poblacion,PH160301016,8.715510499999999125.7428197
237,523,Gaisano Grand Roxas,Gaisano,11.5894561,122.7513442,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,SILAY CITY,Mambulac,PH184526015,11.5894561122.7513442
238,524,Gaisano Grand Silay,,10.792547500000001,122.97194499999999,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Maria Clara,PH063022107,10.792547500000001122.97194499999999
239,332,Gaisano Grand Talamban,Gaisano,10.366514599999999,123.91369509999998,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,TOLEDO CITY,Sangi,PH072251033,10.366514599999999123.91369509999998
240,525,Gaisano Guanco,Gaisano,10.692169,122.5700194,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 13 (Pob.),PH184501008,10.692169122.5700194
241,334,Gaisano Mactan Island Mall,Gaisano,10.316705599999999,123.96305790000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Central (Pob.),PH072217022,10.316705599999999123.96305790000001
242,526,Gaisano Main Bacolod,,10.6660561,122.94675990000002,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Poblacion Molo,PH063022129,10.6660561122.94675990000002
243,335,Gaisano Main Cebu,Gaisano,10.2975856,123.90172690000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Basak,PH072226005,10.2975856123.90172690000001
244,238,Gaisano Mall Butuan,Gaisano,8.9442772,125.53209440000002,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL NORTE,BUTUAN CITY (Capital),Imadejas Pob. (Bgy. 24),PH160202037,8.9442772125.53209440000002
245,481,Gaisano Mall General Santos,Gaisano,6.116948799999999,125.18427450000001,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Lagao (1st & 3rd),PH126303011,6.116948799999999125.18427450000001
246,388,Gaisano Mall of Davao,DSG Sons Group Inc.,7.0779935,125.61365249999999,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL NORTE,CITY OF TAGUM (Capital),Magugpo East,PH112319023,7.0779935125.61365249999999
247,390,Gaisano Mall of Digos,DSG Sons Group Inc.,6.7595992,125.3463428,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 3-A (Pob.),PH112402136,6.7595992125.3463428
248,389,Gaisano Mall of Tagum,DSG Sons Group Inc.,7.449089999999999,125.811631,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,CITY OF DIGOS (Capital),Tres De Mayo,PH112403027,7.449089999999999125.811631
249,387,Gaisano Mall of Toril,DSG Sons Group Inc.,7.016795699999999,125.49359679999999,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 13-B (Pob.),PH112402146,7.016795699999999125.49359679999999
250,408,Gaisano Metro Maasin,Gaisano,10.131687,124.83540500000001,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,Alegria,PH083738001,10.131687124.83540500000001
251,464,Gaisano Puerto,Gaisano Sons Inc.,8.5002175,124.7514899,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Bulua,PH104305003,8.5002175124.7514899
252,409,Gaisano Riverside Mall,Gaisano,11.007692,124.604101,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,Cogon Combado,PH083738016,11.007692124.604101
253,336,Gaisano Saver's Mart,Gaisano,10.2900919,123.9678557,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,BALAMBAN,Santa Cruz-Santo Niño (Pob.),PH072208028,10.2900919123.9678557
254,455,Gaisano Super Citi Mall Iligan,Gaisano,8.2315063,124.24182330000001,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS OCCIDENTAL,OZAMIS CITY,Tinago,PH104210048,8.2315063124.24182330000001
255,337,Gaisano Town Center,Gaisano,10.503829699999999,123.7212108,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Poblacion II,PH071242011,10.503829699999999123.7212108
256,338,Galleria Luisa,Bohol Quality Corp.,9.6420946,123.8541692,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001,9.6420946123.8541692
257,224,Galleria South,Robinsons Land,14.352264600000002,121.06198140000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SAN PEDRO,Nueva,PH043425010,14.352264600000002121.06198140000001
258,699,Gate 3 Plaza,,14.5253789,121.02771570000002,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.5253789121.02771570000002
259,564,Gateway Mall,Araneta Group,14.6218954,121.0529457,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,San Lorenzo,PH137602025,14.6218954121.0529457
260,4,Geege Mall,,8.14407,123.84101000000001,608jx7ps-6bb723a7b4df07886e108c062a692b3e,Here WeGo,Here WeGo,05/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS OCCIDENTAL,OZAMIS CITY,Tinago,PH104210048,8.14407123.84101000000001
261,456,Geegee Mall,,8.144076,123.8406405,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),LANAO DEL NORTE,ILIGAN CITY,Tubod,PH103504030,8.144076123.8406405
262,565,Glorietta,Ayala Land,14.551239800000001,121.0253682,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,San Lorenzo,PH137602025,14.551239800000001121.0253682
263,253,GraceLand Mall,GraceLand23 Inc.,14.856912099999999,120.81262269999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Guinhawa,PH031410015,14.856912099999999120.81262269999999
264,596,Graceland Plaza,RMR Group of Companies,14.555907000000001,121.01321000000002,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021,14.555907000000001121.01321000000002
265,98,Grand Master Mall,,13.6243048,123.18395579999999,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NAGA CITY,Santa Cruz,PH051724029,13.6243048123.18395579999999
266,735,Green Mall,,14.567345699999999,120.99274779999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002,14.567345699999999120.99274779999999
267,566,Greenbelt,Ayala Land,14.5529302,121.02100290000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021,14.5529302121.02100290000001
268,597,Greenhills Shopping Center,,14.602043099999998,121.04968240000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Guadalupe Nuevo,PH137602009,14.602043099999998121.04968240000001
269,108,Gregorian Mall,,13.138957099999999,123.7336986,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Bgy. 7 - Baño (Pob.),PH050506041,13.138957099999999123.7336986
270,527,GT Plaza Mall,,10.6962005,122.54559340000002,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Ungka II,PH063036019,10.6962005122.54559340000002
271,528,GT Town Center,,10.7534389,122.53811259999999,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),AKLAN,KALIBO (Capital),Poblacion,PH060407013,10.7534389122.53811259999999
272,598,Guadalupe Commercial Center,,14.565882,121.0458559,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Kristong Hari,PH137404024,14.565882121.0458559
273,73,Guagua Town Center,,14.968562,120.636036,608wdtvd-26ca7984347d4bf79429a86d833bdcdc,Here WeGo,Here WeGo,05/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,GUAGUA,Santa Filomena (Pob.),PH035407028,14.968562120.636036
274,254,Harbor Point,Ayala Land,14.8248971,120.2803623,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),ZAMBALES,OLONGAPO CITY,Old Cabalan,PH037107021,14.8248971120.2803623
275,700,Harbour Square,,14.5586492,120.9844423,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Antonio,PH137604012,14.5586492120.9844423
276,777,Harrison Wholesale Center,,14.5365033,120.99560819999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA CRUZ,Barangay 310,PH133905012,14.5365033120.99560819999999
277,63,HCM Place Valenzuela City,,14.7125188,120.98466950000001,ChIJB7J-3sazlzMRpmrNolzyY2o,Google Maps,Google Maps,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,Canumay West (Canumay),PH137504007,14.7125188120.98466950000001
278,599,Hemady Square,,14.6240994,121.03159950000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.6240994121.03159950000001
280,600,HK Sun Plaza,,14.545984099999998,120.9888879,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,South Triangle,PH137404116,14.545984099999998120.9888879
281,37,Ibayo Town Center,,14.503603899999998,120.99484650000001,ChIJm6oM6pjOlzMRYcVBWH7koyU,Google Maps,Google Maps,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Santo Niño,PH137604005,14.503603899999998120.99484650000001
282,339,Il Corso Festival Mall,Filinvest,14.418281400000001,121.04130249999999,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Tabok,PH072230023,14.418281400000001121.04130249999999
283,601,Il Terrazzo Mall,,14.636113,121.035425,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",QUIAPO,Barangay 308,PH133903017,14.636113121.035425
284,147,Ilagan City Mall,,17.1268775,121.86667079999998,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,ILAGAN CITY (Capital),Baligatan,PH023114013,17.1268775121.86667079999998
285,458,Iligan Fiesta Mall,,8.227474,124.24216659999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,8.227474124.24216659999999
287,49,iMall,,14.59504837,121.17133190000001,235479246,OpenStreetMap,OpenStreetMap,02/05/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Santa Cruz,PH045802017,14.59504837121.17133190000001
288,66,iMall camarin,,14.7566684,121.05854939999999,ChIJf_mHWhiwlzMRehHBvcxuBiM,Google Maps,Google Maps,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 178,PH137501178,14.7566684121.05854939999999
290,678,Industria Mall,Ortigas & Company[28],14.601543,121.0878777,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",BINONDO,Barangay 293,PH133902007,14.601543121.0878777
291,340,Insular Square Mall,A. Lim Corp.,10.3502975,123.94829159999999,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Dao,PH071242005,10.3502975123.94829159999999
292,61,Intrepid Plaza,,14.676870000000001,121.01418999999999,608wdw53-ea4e80f471e140dd8458ef4c9469c329,Here WeGo,Here WeGo,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Baesa,PH137404005,14.676870000000001121.01418999999999
293,20,Irene Mall,,14.28142466,121.4155555,122480948,OpenStreetMap,OpenStreetMap,02/05/2020,REGION IV-A (CALABARZON),LAGUNA,SANTA CRUZ (Capital),Barangay III (Pob.),PH043426016,14.28142466121.4155555
294,603,Isetann Cinerama Recto,Joymart Consolidated,14.603123499999999,120.98466119999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Socorro,PH137404115,14.603123499999999120.98466119999999
295,604,Isetann Cubao,Joymart Consolidated,14.622648000000002,121.05366599999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Ramon Magsaysay,PH137404089,14.622648000000002121.05366599999999
296,341,Island CityMall,Alturas Supermarket Corp.,9.6553121,123.8697298,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Bakilid,PH072230002,9.6553121123.8697298
297,416,J & F Mall Borongan,J & F,11.613167599999999,125.43358559999999,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 14,PH083747035,11.613167599999999125.43358559999999
298,605,Jackman Plaza,,14.658049599999998,121.021033,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Rosario,PH137403017,14.658049599999998121.021033
299,34,Jaka Plaza,,14.465640300000002,121.018794,ChIJewDPKUTOlzMR97Qx33D1JZs,Google Maps,Google Maps,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Antonio,PH137604012,14.465640300000002121.018794
300,736,Jazz Mall,,14.5640519,121.0218716,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Barangka Ilaya,PH137401005,14.5640519121.0218716
301,342,JCentre Mall,,10.3358431,123.9344385,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Lahug (Pob.),PH072217041,10.3358431123.9344385
302,77,Jenra Mall,,15.13599514,120.5879191,200761493,OpenStreetMap,OpenStreetMap,02/05/2020,REGION III (CENTRAL LUZON),PAMPANGA,ANGELES CITY,Santo Rosario (Pob.),PH035401029,15.13599514120.5879191
303,428,JTC Mall,,17.589597199999996,120.38917430000001,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,SAN CARLOS CITY,Roxas Boulevard (Pob.),PH015532076,17.589597199999996120.38917430000001
304,343,JY Square Discovery Mall,Jovima Management and Development Corp.,10.3306284,123.89858240000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Ibo,PH072226013,10.3306284123.89858240000001
305,482,KCC Mall of General Santos,Koronadal Commercial Corp.,6.115621,125.187059,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,CITY OF KORONADAL (Capital),Zone II (Pob.),PH126306017,6.115621125.187059
306,483,KCC Mall of Marbel,Koronadal Commercial Corp.,6.499026000000001,124.846216,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),CITY OF KIDAPAWAN (Capital),Poblacion,PH124704032,6.499026000000001124.846216
307,529,KH Shopping Center,Kim Huat Group,11.709905000000001,122.36456299999999,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 12 (Pob.),PH184501007,11.709905000000001122.36456299999999
308,484,KMCC Mall,Kidapawan Megacenter Corp.,7.013658,125.0899963,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Tandang Sora,PH137404120,7.013658125.0899963
309,230,Laguna Central,Greenfield Estates,14.2501509,121.0648054,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Don Jose,PH043428006,14.2501509121.0648054
310,702,Lakefront Boardwalk,,14.465755,121.053531,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002,14.465755121.053531
311,31,Landmark Alabang,,14.41570208,121.04250259999998,451485141,OpenStreetMap,OpenStreetMap,02/05/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001,14.41570208121.04250259999998
312,112,LCC Calabanga,,13.707441000000001,123.2151308,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,CALABANGA,San Francisco (Pob.),PH051708033,13.707441000000001123.2151308
313,121,LCC Center Daet,,14.1146796,122.95694509999998,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES NORTE,DAET (Capital),Barangay VIII (Pob.),PH051603031,14.1146796122.95694509999998
314,110,LCC Center Goa,,13.698151600000001,123.48875290000001,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,GOA,Panday (Pob.),PH051715020,13.698151600000001123.48875290000001
315,114,LCC Center Guinobatan,,13.1919732,123.5996398,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,GUINOBATAN,Poblacion,PH050504038,13.1919732123.5996398
316,109,LCC Center Libmanan,,13.6942112,123.0616731,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,LIBMANAN,Libod I,PH051718031,13.6942112123.0616731
317,115,LCC Center Ligao,,13.240824100000001,123.5389293,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,CITY OF LIGAO,Bagumbayan,PH050508005,13.240824100000001123.5389293
318,122,LCC Center Masbate,,12.368333,123.61728600000001,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),MASBATE,CITY OF MASBATE (Capital),Bapor (Pob.),PH054111006,12.368333123.61728600000001
319,117,LCC Center Sorsogon,,12.970393699999999,124.00663519999999,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (Capital),Sampaloc (Pob.),PH056216030,12.970393699999999124.00663519999999
320,123,LCC Central Mall Naga,Liberty Commercial Center Inc.,13.619294,123.17984799999999,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NAGA CITY,Sabang,PH051724025,13.619294123.17984799999999
321,113,LCC Mall Daraga,,13.149288,123.716677,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,DARAGA (LOCSIN),Market Area Pob. (Dist. 1),PH050503034,13.149288123.716677
322,124,LCC Mall Iriga,,13.420307300000001,123.4104696,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,IRIGA CITY,San Francisco (Pob.),PH051716016,13.420307300000001123.4104696
323,125,LCC Mall Legazpi,,13.1474554,123.7535817,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Bgy. 26 - Dinagaan (Pob.),PH050506023,13.1474554123.7535817
324,126,LCC Mall Nabua,,13.406071599999999,123.3730116,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NABUA,San Roque (Pob.),PH051723033,13.406071599999999123.3730116
325,116,LCC Mall Polangui,,13.289017900000001,123.49036219999999,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,POLANGUI,Ubaliw,PH050514046,13.289017900000001123.49036219999999
326,120,LCC Mall Tabaco,,13.357610000000001,123.72950549999999,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,CITY OF TABACO,Basud (Pob.),PH050517007,13.357610000000001123.72950549999999
327,118,LCC Market Plus Labo,,14.1541244,122.8291457,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES NORTE,LABO,Pinya (Pob.),PH051606046,14.1541244122.8291457
